employee_id,job_role,department,tenure_years,monthly_income,overtime_hours,travel_frequency,job_satisfaction,manager_rating,training_hours,work_life_balance_score,remote_friendly_role,attrition,age,gender,ethnicity,marital_status,disability_status,commute_distance_km
13839,Finance,HR,4.81,2993.65,12.7,,2,5,18,1,1,0,24,Female,White,Widowed,,4.9
13840,Manager,HR,0.84,5415.31,5.1,Occasional,3,1,56,5,0,0,35,Other,Mixed,Single,,24.2
13841,Manager,Consulting,3.88,5027.75,52.5,,2,5,4,2,1,0,53,Other,Asian,Married,,6.5
13842,Consultant,Finance,0.21,3983.37,13.0,Occasional,4,2,36,5,1,0,41,Male,Mixed,Widowed,Mental,11.9
13843,Operations,Operations,9.31,2961.75,6.7,Frequent,3,1,22,3,0,1,55,Other,Black,Divorced,Mental,6.3
13844,Consultant,Consulting,0.64,3078.09,4.6,,3,2,58,2,0,0,52,Male,Other,Divorced,Other,16.0
13845,Developer,HR,6.43,3378.44,23.3,,5,3,25,4,0,0,21,Male,Asian,Divorced,Mental,18.6
13846,Manager,Finance,4.97,1857.11,49.5,,5,5,23,2,1,0,19,Male,White,Married,,14.3
13847,HR,Operations,10.31,2795.84,60.3,Occasional,2,3,53,3,1,0,52,Female,Other,Widowed,,9.4
13848,Operations,Technology,1.95,2221.03,15.3,,5,4,20,2,0,0,35,Male,Black,Widowed,Mental,23.2
13849,Analyst,Finance,3.9,5615.05,13.0,,1,5,32,1,0,1,19,Other,Other,Widowed,,12.0
13850,Developer,Operations,1.39,4742.15,17.7,Occasional,3,4,25,5,0,0,44,Other,Other,Widowed,,19.9
13851,Consultant,Consulting,0.61,4943.17,17.4,Occasional,4,2,9,1,0,0,57,Female,Mixed,Divorced,,3.9
13852,Finance,Technology,1.76,4706.6,2.5,Frequent,3,4,41,1,0,1,24,Female,Black,Married,,11.2
13853,Developer,Operations,0.54,4200.36,11.7,Occasional,2,2,28,1,0,1,58,Female,White,Married,,10.8
13854,Developer,Operations,12.06,5752.82,21.0,,5,3,56,2,0,0,48,Other,Other,Married,,14.7
13855,Operations,HR,0.3,3267.08,24.2,,3,1,53,4,0,1,58,Other,Other,Widowed,,17.3
13856,Developer,Finance,2.67,4128.0,25.5,Frequent,5,3,34,5,1,1,51,Male,White,Widowed,,27.7
13857,Developer,HR,2.95,4896.47,17.3,Frequent,2,4,27,2,0,0,24,Other,White,Single,,10.1
13858,Analyst,Technology,2.32,2414.55,6.5,,5,2,11,1,1,1,62,Female,Asian,Widowed,Physical,7.8
13859,Finance,Operations,3.26,7715.91,15.0,Occasional,4,4,57,3,1,0,46,Male,Asian,Widowed,,15.6
13860,Finance,HR,0.37,4034.28,38.7,,2,1,43,3,1,1,25,Male,Other,Married,Physical,8.6
13861,Finance,Finance,2.43,4170.39,22.2,Frequent,3,5,6,1,1,1,50,Female,Asian,Single,,13.6
13862,Manager,Technology,1.02,5508.25,13.4,,3,5,15,4,1,0,20,Male,Other,Single,Mental,4.6
13863,HR,Consulting,8.45,5097.95,64.0,,4,5,19,5,0,0,57,Female,White,Widowed,,11.8
13864,Finance,HR,4.31,4045.69,18.0,,1,4,28,2,0,0,49,Female,Asian,Married,,3.3
13865,Developer,Technology,10.78,4156.16,14.8,Frequent,5,5,34,4,0,0,36,Female,Black,Widowed,,9.3
13866,Developer,Consulting,0.11,2195.02,27.1,Frequent,3,2,27,3,0,1,21,Other,Black,Single,,12.7
13867,Finance,HR,1.01,3332.24,5.9,Frequent,4,1,6,1,1,1,27,Female,White,Single,,12.5
13868,Operations,Technology,0.65,4620.65,13.0,Occasional,5,3,21,2,0,1,35,Female,Other,Married,,9.5
13869,Finance,Technology,0.03,4532.67,15.1,Frequent,2,2,13,4,0,1,36,Male,Black,Married,,18.9
13870,Developer,HR,0.83,5465.4,3.5,Occasional,4,1,58,4,0,1,29,Male,Asian,Divorced,Mental,9.4
13871,Manager,Technology,3.41,3855.4,19.2,Occasional,2,3,35,4,1,0,28,Female,Mixed,Widowed,,7.7
13872,Consultant,Operations,0.79,2335.26,24.1,Frequent,2,5,9,2,0,1,49,Male,Other,Widowed,,10.0
13873,Consultant,HR,2.13,5268.08,10.8,Occasional,2,3,55,5,0,1,23,Other,Asian,Widowed,,13.3
13874,Finance,Technology,6.56,5723.31,28.0,Occasional,5,4,1,2,0,0,55,Other,Other,Single,,6.8
13875,Analyst,Consulting,3.55,5077.89,34.8,,1,4,21,1,0,1,45,Male,Asian,Married,,26.7
13876,Finance,Consulting,1.51,3803.64,37.8,Occasional,2,5,15,2,0,0,43,Male,White,Widowed,,23.1
13877,Operations,Operations,1.4,5253.26,6.7,Occasional,3,5,34,4,1,0,25,Male,White,Married,,26.3
13878,Finance,HR,1.82,8114.69,18.7,Frequent,5,2,46,5,0,0,27,Male,White,Married,,12.5
13879,Consultant,Technology,0.58,4138.18,26.0,,5,2,39,5,1,0,39,Male,White,Widowed,,21.7
13880,Developer,Technology,3.02,2425.92,18.6,Occasional,2,4,47,1,1,0,51,Other,Asian,Married,,13.1
13881,Finance,Consulting,1.36,3296.46,33.1,Occasional,3,1,10,1,0,1,62,Female,Black,Married,,22.9
13882,Developer,Operations,5.74,4750.57,19.8,Occasional,4,2,55,3,0,0,39,Male,Asian,Single,,10.8
13883,Developer,Consulting,4.24,2074.23,6.5,Frequent,5,1,42,3,1,0,39,Female,Asian,Widowed,,12.2
13884,Analyst,Consulting,2.83,4203.28,33.6,Frequent,2,4,42,3,0,0,23,Male,Mixed,Widowed,,10.7
13885,Developer,Operations,1.36,4456.4,18.2,,2,2,32,2,1,1,48,Female,Mixed,Widowed,,17.3
13886,Consultant,HR,0.71,5842.15,47.9,Occasional,1,1,33,5,0,1,53,Male,Asian,Single,,13.9
13887,Manager,Technology,4.49,5572.23,6.5,,1,1,51,1,0,1,28,Male,White,Married,,31.9
13888,Manager,HR,2.0,5037.5,18.4,Frequent,4,2,32,3,0,0,35,Other,Mixed,Widowed,,16.0
13889,HR,Finance,0.76,1500.0,45.5,Occasional,4,5,18,1,1,1,51,Other,Mixed,Divorced,,18.2
13890,Operations,Finance,0.65,5105.26,20.1,Occasional,4,3,19,3,1,1,20,Other,Asian,Divorced,,8.5
13891,Finance,Finance,0.54,4846.62,29.2,,4,5,9,2,1,1,58,Other,Other,Single,,9.6
13892,Operations,Operations,4.5,4307.13,35.7,Occasional,2,3,18,2,1,1,55,Male,Mixed,Widowed,,14.4
13893,Consultant,Consulting,0.78,1923.73,17.6,Frequent,2,1,52,4,1,1,53,Other,White,Married,,10.6
13894,Developer,HR,2.24,3067.87,8.5,,2,2,42,1,0,1,34,Female,Asian,Single,,20.7
13895,Manager,Technology,1.8,2599.81,31.8,,3,4,11,4,1,0,47,Other,Other,Married,,5.2
13896,Operations,Finance,2.6,1581.99,15.2,Occasional,4,2,9,2,1,1,47,Female,Black,Married,,27.7
13897,Consultant,HR,6.29,3996.5,2.3,Frequent,3,5,6,2,0,1,60,Female,White,Divorced,,18.5
13898,Manager,Finance,6.07,3042.61,40.0,Occasional,5,3,55,1,0,0,48,Male,White,Widowed,Mental,5.2
13899,Developer,Finance,1.8,7150.37,51.9,,5,2,39,4,1,0,49,Other,Asian,Married,,21.6
13900,Operations,Technology,0.05,3797.47,10.4,,2,3,10,4,0,0,36,Other,Black,Married,,20.1
13901,Manager,Operations,1.67,5552.5,17.0,Frequent,5,5,49,4,0,0,26,Female,White,Married,,25.8
13902,Finance,Consulting,2.8,2117.08,54.8,,2,5,15,1,0,1,33,Female,White,Married,,14.8
13903,Finance,Operations,2.45,3363.89,46.2,Frequent,4,2,32,1,0,0,55,Other,Asian,Single,,9.1
13904,HR,HR,3.16,4116.28,26.0,Occasional,3,4,37,1,1,1,36,Female,White,Married,,4.7
13905,HR,Operations,0.5,2910.22,43.3,Frequent,2,4,16,5,0,0,47,Male,Other,Divorced,,17.3
13906,Manager,HR,3.12,3493.36,14.5,Occasional,1,3,53,2,0,0,53,Other,Black,Single,,4.8
13907,Consultant,HR,0.61,3738.46,4.9,Occasional,1,2,44,5,0,1,28,Male,Mixed,Divorced,,5.4
13908,Finance,Consulting,4.17,3719.31,37.5,,4,1,54,5,0,1,32,Male,Mixed,Married,Physical,19.4
13909,Consultant,Technology,1.24,6226.14,16.6,Occasional,3,5,24,2,1,0,41,Other,Black,Widowed,,7.6
13910,Consultant,Consulting,3.71,4453.87,3.8,,2,3,41,3,1,1,58,Other,Other,Divorced,,6.8
13911,Manager,Operations,0.15,4575.41,10.7,Frequent,4,5,30,3,0,1,38,Female,Asian,Widowed,,11.1
13912,Consultant,HR,1.57,4647.59,14.0,Frequent,3,3,41,3,1,1,60,Male,Asian,Single,,14.8
13913,Finance,Finance,3.66,4735.15,15.4,Occasional,1,2,0,1,1,1,27,Other,Mixed,Divorced,,6.8
13914,Developer,Finance,0.77,3900.54,9.3,Frequent,2,3,38,1,1,1,59,Other,White,Married,,24.5
13915,HR,HR,4.76,3615.1,7.0,Occasional,3,3,19,4,0,1,42,Male,Black,Married,Physical,12.8
13916,Developer,Consulting,2.99,4200.18,3.3,Frequent,5,1,8,4,1,1,49,Female,Other,Widowed,,20.5
13917,Consultant,Technology,2.66,5388.16,3.2,Occasional,2,3,42,5,1,1,50,Other,Asian,Widowed,,3.6
13918,Developer,Consulting,1.31,5351.49,16.4,Occasional,5,4,51,4,0,0,41,Male,Black,Divorced,,11.2
13919,Finance,HR,1.98,3711.52,20.6,Frequent,4,3,1,1,0,1,38,Male,White,Widowed,,15.2
13920,Finance,HR,2.73,4921.41,6.9,Frequent,3,3,0,5,1,1,43,Female,Mixed,Married,,13.5
13921,Consultant,Technology,1.92,3766.5,42.6,Frequent,3,2,54,4,1,1,34,Other,White,Widowed,,11.6
13922,Manager,Operations,3.6,4040.64,12.2,Frequent,3,3,43,4,0,0,36,Male,Other,Single,,15.6
13923,Developer,Operations,1.71,3431.77,15.4,Occasional,3,1,38,3,1,0,20,Female,Mixed,Single,,7.5
13924,Manager,Technology,0.68,3782.03,14.7,Occasional,2,2,50,1,1,1,30,Other,White,Single,,21.8
13925,Manager,Operations,0.72,5609.6,2.7,Frequent,5,5,4,5,0,0,19,Other,Other,Widowed,,12.7
13926,Analyst,Finance,0.02,4110.91,33.4,Frequent,5,4,57,2,0,0,58,Other,Other,Divorced,,23.2
13927,Consultant,Operations,1.07,4162.34,25.6,,4,4,11,4,0,1,62,Other,Other,Divorced,,12.5
13928,HR,Operations,4.15,2263.34,43.5,Occasional,4,5,13,1,0,0,49,Other,Black,Widowed,,25.0
13929,Finance,Operations,4.74,3628.91,41.6,Occasional,3,3,59,5,0,0,50,Female,Other,Widowed,,23.7
13930,Finance,Finance,0.68,3710.42,23.4,Frequent,1,1,38,1,0,1,49,Male,Asian,Single,,23.6
13931,Consultant,Operations,9.59,3005.03,26.9,,1,1,31,1,0,1,59,Female,Other,Widowed,,8.8
13932,Operations,Finance,2.09,4026.0,6.4,Frequent,3,1,39,5,0,0,42,Male,White,Divorced,Physical,8.4
13933,Operations,Technology,7.47,3484.98,12.2,Occasional,5,1,45,3,0,0,20,Female,Asian,Single,,11.7
13934,Operations,Consulting,3.68,4096.0,14.6,Occasional,4,3,43,3,1,0,59,Other,Mixed,Widowed,,14.5
13935,HR,Technology,3.85,4145.8,10.9,,2,5,8,4,1,0,24,Female,Asian,Married,,6.9
13936,Finance,Consulting,0.27,2853.09,41.0,Frequent,1,5,41,3,1,1,42,Male,White,Divorced,Physical,16.2
13937,Consultant,Technology,0.75,3521.56,19.1,,4,4,41,4,0,0,40,Other,Mixed,Single,,32.3
13938,Finance,Consulting,0.03,4092.85,8.6,Frequent,1,5,32,4,1,0,45,Male,White,Single,,8.2
13939,Manager,Consulting,3.78,5421.16,39.2,,5,1,24,5,0,0,29,Other,White,Single,,10.6
13940,Developer,HR,1.27,4308.06,19.6,Frequent,5,3,53,1,0,0,25,Other,Black,Divorced,,12.8
13941,Developer,Consulting,4.63,3205.68,32.4,Frequent,3,2,37,2,0,0,52,Other,Black,Married,,18.4
13942,Finance,Consulting,1.24,4478.81,6.3,Frequent,3,2,13,2,1,1,42,Male,White,Widowed,Physical,7.5
13943,Analyst,HR,5.13,6049.06,20.7,Occasional,1,1,54,3,0,0,47,Male,Other,Divorced,,25.7
13944,HR,Operations,0.42,5100.05,8.3,Frequent,1,4,8,5,0,0,49,Female,Black,Single,,22.6
13945,Operations,Operations,0.57,4657.03,19.9,Occasional,4,2,54,2,1,1,53,Male,White,Widowed,,10.9
13946,HR,HR,1.25,4870.71,25.7,,3,1,54,1,0,1,49,Female,Asian,Divorced,,8.6
13947,HR,Finance,1.58,5727.94,5.8,Frequent,5,3,26,4,0,0,42,Male,White,Married,,8.7
13948,Manager,Consulting,1.29,5290.75,16.2,Occasional,4,2,43,4,1,0,43,Other,White,Married,,19.1
13949,HR,Consulting,4.33,4680.11,6.3,,4,1,18,5,1,0,25,Female,Mixed,Widowed,,7.4
13950,Developer,HR,0.31,5282.37,33.6,Frequent,2,2,57,3,1,0,22,Female,Black,Widowed,,5.4
13951,Manager,HR,1.3,2702.02,17.5,,5,3,24,1,0,0,60,Female,Mixed,Divorced,Mental,8.8
13952,Consultant,Finance,5.45,2197.28,8.6,Occasional,4,5,51,3,0,0,19,Female,Other,Married,,11.6
13953,HR,Operations,0.21,4188.52,10.6,Occasional,2,5,31,3,1,1,36,Male,White,Divorced,,24.3
13954,HR,Technology,8.56,4082.42,11.9,Frequent,3,3,21,5,0,0,20,Female,Black,Divorced,,9.8
13955,Consultant,Operations,12.87,3347.31,43.1,Occasional,5,3,28,4,0,1,29,Other,Black,Widowed,,12.4
13956,HR,Consulting,0.28,4991.02,15.8,Occasional,3,5,54,3,0,0,56,Male,Black,Married,,19.6
13957,Consultant,HR,1.03,1764.56,29.8,,2,3,27,3,0,1,49,Other,White,Single,,18.6
13958,Manager,Finance,1.4,3358.27,16.3,Frequent,5,3,43,1,0,0,23,Male,White,Divorced,,14.4
13959,Developer,Operations,4.49,3418.05,6.5,Frequent,1,3,56,4,1,1,25,Male,Asian,Single,,7.4
13960,Consultant,Finance,2.72,2036.44,10.5,Frequent,1,5,12,3,1,0,22,Female,Mixed,Married,,19.7
13961,Analyst,Operations,3.1,5793.68,21.4,,1,5,57,2,0,0,30,Other,Mixed,Single,Mental,11.9
13962,Consultant,Consulting,4.25,2368.96,2.7,Occasional,4,2,27,2,1,0,48,Other,White,Divorced,,6.2
13963,HR,Technology,0.38,3293.99,24.1,Frequent,1,5,2,4,1,0,30,Other,Other,Married,Mental,6.3
13964,Operations,Finance,5.37,5089.58,9.4,Frequent,4,2,29,4,0,1,18,Male,Black,Divorced,,9.0
13965,Operations,Finance,3.67,4775.25,19.0,,4,5,10,5,0,0,63,Female,White,Married,,12.6
13966,Manager,Technology,2.58,2670.19,10.9,,2,4,1,3,1,0,21,Male,White,Divorced,,14.1
13967,Finance,Finance,6.61,4818.99,27.4,Frequent,1,2,49,2,0,1,37,Female,White,Single,,11.4
13968,Manager,Finance,3.61,4347.74,17.2,Frequent,5,3,49,2,1,0,46,Other,Black,Divorced,Mental,8.8
13969,Finance,Operations,0.68,6799.64,26.7,,4,4,56,4,0,0,49,Other,Black,Single,,10.4
13970,Operations,Operations,1.69,4484.73,3.3,,2,5,55,4,0,1,50,Other,White,Divorced,,24.6
13971,Operations,Technology,2.04,3830.51,14.4,,4,5,56,1,0,1,31,Other,Asian,Divorced,,23.0
13972,Consultant,Consulting,0.17,2972.2,9.2,,5,4,8,1,0,1,36,Male,Mixed,Divorced,,9.8
13973,Developer,Finance,9.28,3106.91,23.6,Occasional,5,1,32,4,1,1,20,Female,Asian,Divorced,,12.2
13974,Analyst,Consulting,0.41,3009.08,33.3,Occasional,1,3,57,1,0,1,28,Other,Asian,Widowed,,8.7
13975,Manager,Technology,3.59,5645.32,32.5,Frequent,4,2,25,4,1,1,26,Female,White,Divorced,,21.7
13976,HR,Technology,2.12,4021.56,44.7,Occasional,5,4,15,4,1,1,45,Female,Black,Widowed,Other,3.4
13977,Finance,Operations,0.08,4678.3,33.9,,3,2,24,5,1,0,19,Male,Mixed,Married,,9.4
13978,HR,Finance,7.76,5817.1,14.3,Frequent,5,5,0,1,1,0,30,Male,Asian,Single,,23.1
13979,Developer,HR,5.73,1500.0,7.5,,5,1,20,3,1,0,52,Male,Other,Single,Mental,8.2
13980,Finance,Technology,2.23,5534.65,3.6,Occasional,4,1,19,3,0,0,48,Male,Black,Widowed,,27.5
13981,Manager,Finance,0.78,4066.48,7.2,,5,2,55,5,1,0,60,Female,Black,Married,,17.4
13982,Consultant,Consulting,0.39,4522.06,3.0,Frequent,2,5,4,3,0,1,31,Other,Mixed,Divorced,Physical,7.8
13983,HR,Operations,1.35,3005.92,5.1,Occasional,5,1,59,3,0,0,32,Other,Mixed,Single,Mental,6.9
13984,Developer,Consulting,0.88,3093.85,20.2,Frequent,3,3,56,5,1,0,22,Female,Mixed,Widowed,Physical,11.7
13985,Manager,Technology,2.12,4586.62,3.3,Occasional,5,5,16,2,1,0,56,Other,White,Married,Mental,32.2
13986,Operations,Technology,10.18,6861.52,22.2,,1,4,39,5,0,1,51,Female,Black,Married,,41.1
13987,Operations,Consulting,2.57,5203.98,10.6,Frequent,4,4,37,5,1,1,55,Female,White,Widowed,,9.8
13988,Manager,Technology,6.62,5518.63,17.8,Occasional,3,4,0,1,0,0,60,Other,White,Married,,14.4
13989,Manager,Finance,3.16,3769.6,18.2,Occasional,2,3,12,3,0,0,19,Male,White,Single,,11.2
13990,Manager,Technology,1.93,3279.75,44.8,Occasional,5,5,17,3,0,1,62,Male,Black,Widowed,,43.1
13991,Finance,Operations,5.78,3063.03,18.7,Occasional,5,2,3,2,0,0,50,Other,Other,Widowed,Mental,25.7
13992,Manager,Finance,1.91,3414.07,5.3,,2,2,46,5,0,0,44,Male,Asian,Married,,31.1
13993,HR,HR,6.09,1536.66,7.8,,5,5,13,4,0,0,20,Other,Black,Widowed,,25.7
13994,Developer,Technology,1.03,3130.1,18.1,Occasional,1,3,47,2,0,0,19,Other,Black,Widowed,,21.9
13995,Finance,Technology,0.41,3327.58,13.8,,3,5,4,2,1,0,45,Other,Mixed,Married,,18.6
13996,Manager,Operations,5.8,3789.57,18.8,,5,2,32,3,0,1,47,Male,Asian,Widowed,,14.5
13997,Analyst,Operations,2.66,4158.1,22.5,Occasional,2,5,25,3,0,1,58,Female,Mixed,Single,,6.4
13998,Analyst,Consulting,6.6,4434.94,8.1,,2,4,54,3,0,0,40,Female,Other,Widowed,Mental,20.5
13999,Developer,Consulting,8.33,3982.09,22.9,Frequent,3,5,3,3,1,0,50,Male,White,Married,,13.0
14000,Operations,Consulting,0.17,3302.27,24.8,Frequent,1,1,29,2,1,0,31,Male,Mixed,Widowed,,10.6
14001,Consultant,Operations,2.09,1643.97,19.0,,3,5,16,5,1,0,31,Female,Other,Single,,19.9
14002,Consultant,Consulting,1.41,3309.63,53.9,Occasional,5,2,27,3,0,0,30,Female,Asian,Divorced,Other,15.8
14003,Operations,Consulting,2.95,2833.06,3.7,Frequent,1,2,5,1,0,0,21,Female,White,Single,,24.8
14004,Finance,HR,4.73,4559.28,49.5,,1,2,56,2,0,1,36,Female,Other,Widowed,,21.2
14005,Finance,Consulting,0.99,5091.14,12.8,,2,4,56,4,0,0,41,Other,Mixed,Single,,24.5
14006,Finance,Technology,2.44,5126.29,9.1,Occasional,1,2,26,4,0,1,53,Other,Other,Divorced,,15.1
14007,Consultant,Operations,3.7,4908.34,23.5,Occasional,5,1,35,5,0,0,23,Female,Other,Married,,3.7
14008,Analyst,Finance,0.43,3839.77,10.6,,5,5,6,2,0,1,29,Other,White,Married,Mental,32.6
14009,Consultant,HR,5.05,3373.65,31.9,Occasional,5,3,57,2,1,1,26,Female,Black,Married,,22.4
14010,HR,Operations,2.8,3103.48,12.5,Frequent,4,2,0,2,1,0,30,Male,Other,Single,,29.3
14011,Manager,Operations,8.96,2191.0,34.9,Frequent,1,5,9,1,0,1,41,Other,White,Divorced,,7.1
14012,Finance,Technology,1.24,5190.22,6.9,,1,4,12,1,0,1,63,Other,White,Divorced,,13.8
14013,Analyst,Consulting,0.34,3790.35,21.1,,5,5,40,3,1,1,32,Male,Asian,Married,,9.1
14014,Developer,Technology,2.12,2504.39,8.6,Occasional,2,2,31,4,0,0,63,Female,Asian,Married,,20.9
14015,Developer,Consulting,0.27,3008.21,21.7,Frequent,1,2,13,1,1,1,47,Other,Black,Married,,11.2
14016,Manager,Consulting,10.47,2959.63,4.5,Occasional,4,2,32,4,0,0,49,Other,Mixed,Widowed,,25.9
14017,Analyst,Operations,0.12,4051.63,4.9,,1,1,29,2,0,1,49,Other,Other,Widowed,,18.7
14018,Consultant,Consulting,4.2,5280.96,12.4,,3,5,8,1,0,0,51,Female,Other,Divorced,Mental,18.2
14019,Consultant,HR,2.23,3582.41,36.0,,4,3,5,4,1,1,52,Other,White,Married,,21.0
14020,HR,HR,1.38,1500.0,3.9,,2,1,9,1,1,1,35,Male,White,Divorced,,17.0
14021,HR,HR,0.2,3772.98,40.5,,4,3,10,2,0,0,36,Other,White,Single,,3.0
14022,Consultant,Operations,2.92,3812.57,21.7,,4,2,38,2,1,1,32,Male,Asian,Widowed,,3.7
14023,Developer,Technology,2.64,3730.1,34.1,Occasional,1,3,19,2,0,1,39,Male,White,Married,,19.8
14024,Finance,Finance,0.99,3247.05,17.2,Occasional,4,3,24,3,0,0,42,Female,Black,Single,,5.8
14025,Developer,Consulting,7.23,4260.93,19.1,Occasional,5,1,59,4,1,1,41,Female,White,Divorced,,28.3
14026,HR,Finance,1.09,4079.37,14.1,Frequent,4,1,53,3,0,0,23,Other,Mixed,Single,Physical,19.5
14027,Manager,Technology,1.79,3970.2,12.9,Occasional,1,5,11,5,1,0,53,Male,White,Widowed,,10.2
14028,Consultant,Technology,2.35,4495.17,27.9,,5,3,21,5,1,0,27,Male,Other,Single,Other,1.4
14029,HR,Operations,0.32,3484.2,6.9,Occasional,2,1,11,1,0,0,29,Female,Other,Married,,14.2
14030,HR,HR,8.07,3416.1,17.0,Occasional,3,5,13,1,1,1,22,Other,White,Married,,5.4
14031,Finance,HR,1.41,5656.15,3.8,Frequent,4,3,41,1,0,1,37,Other,Other,Widowed,,11.6
14032,Consultant,Technology,0.25,4671.23,5.2,,5,3,47,3,0,1,54,Male,White,Divorced,,12.2
14033,Finance,Operations,1.47,4992.34,15.7,Frequent,5,2,53,2,0,0,35,Other,White,Divorced,Mental,14.1
14034,Consultant,Operations,2.75,5471.33,9.9,Frequent,2,1,35,1,1,1,64,Other,Asian,Divorced,,16.2
14035,Finance,Consulting,2.16,4631.13,14.4,Frequent,2,4,54,1,0,0,57,Male,Asian,Divorced,Physical,9.9
14036,Developer,HR,3.56,5114.07,7.9,Occasional,3,1,13,5,1,0,50,Female,Other,Single,,12.7
14037,Manager,Technology,0.17,2104.79,25.8,,3,2,1,2,1,0,58,Other,Other,Divorced,,11.7
14038,Manager,Finance,1.0,4244.98,5.5,,1,5,1,3,0,0,29,Female,Black,Widowed,,28.5
14039,Consultant,HR,5.13,3780.74,50.6,Frequent,3,1,42,2,0,0,50,Other,Black,Single,,35.4
14040,Analyst,Consulting,0.25,6013.22,39.2,,3,3,42,5,1,0,22,Female,White,Divorced,,16.4
14041,Operations,Operations,5.8,5113.17,23.6,,5,4,5,3,1,1,26,Other,Black,Married,,18.7
14042,HR,Technology,0.29,3243.47,4.8,Frequent,4,5,24,4,0,0,50,Other,Mixed,Divorced,,17.5
14043,HR,HR,5.4,4447.35,14.4,Occasional,4,1,2,1,0,0,47,Other,Asian,Single,,6.7
14044,Consultant,Finance,1.34,4201.22,24.6,Frequent,3,5,22,3,1,1,63,Other,Other,Single,,16.4
14045,Finance,Consulting,2.84,4545.2,32.8,Frequent,1,3,8,5,0,1,34,Other,Black,Single,,17.3
14046,Analyst,Consulting,0.5,2777.39,32.7,Occasional,1,4,30,2,0,1,52,Male,Mixed,Widowed,,24.2
14047,Developer,HR,0.21,4432.02,28.4,Occasional,4,3,27,3,1,1,33,Other,Black,Single,,21.6
14048,Finance,Finance,0.73,3726.22,2.0,Occasional,2,4,24,5,1,1,57,Male,Other,Widowed,,20.1
14049,Finance,Consulting,0.41,4338.94,7.2,Occasional,5,5,34,3,0,0,36,Other,Black,Widowed,,19.2
14050,Consultant,Technology,1.12,3130.74,28.9,Frequent,3,1,0,1,1,0,64,Female,Asian,Widowed,Physical,22.3
14051,Consultant,Consulting,2.17,3297.92,10.5,Occasional,5,4,1,2,0,0,19,Female,Black,Single,,7.0
14052,HR,Finance,2.67,5408.61,20.9,,3,3,14,2,1,1,23,Female,Mixed,Widowed,,14.6
14053,Consultant,Operations,4.68,2738.14,52.8,Frequent,3,4,42,3,0,1,59,Male,Black,Single,,20.2
14054,Consultant,Operations,3.2,2826.69,10.1,Frequent,4,5,39,5,1,0,62,Male,Other,Single,,18.9
14055,Consultant,HR,2.82,3938.1,34.4,Occasional,5,5,15,1,0,1,64,Female,Black,Divorced,Other,27.6
14056,HR,Finance,1.59,3073.73,21.7,Occasional,5,5,22,1,1,0,28,Male,Mixed,Divorced,,15.7
14057,Developer,Consulting,1.93,2937.97,68.7,,2,1,48,3,1,1,26,Female,Black,Widowed,,3.0
14058,Developer,Consulting,1.61,4126.09,21.7,Occasional,2,5,34,4,1,0,44,Other,White,Divorced,,10.1
14059,Operations,Operations,5.54,2193.92,10.6,Frequent,5,1,7,3,0,0,31,Other,Other,Married,,18.0
14060,Operations,Operations,0.78,2790.45,17.0,Occasional,2,2,6,1,1,1,52,Other,White,Single,,11.1
14061,Consultant,Technology,0.02,6464.91,6.8,,2,4,20,2,0,0,37,Other,White,Divorced,,25.1
14062,Operations,Operations,3.16,4551.37,27.6,Frequent,3,3,34,3,0,0,49,Male,Other,Married,,15.2
14063,HR,Technology,0.68,3104.12,12.2,Frequent,4,1,38,3,0,1,25,Female,Other,Married,,6.1
14064,Developer,Consulting,6.62,4501.86,17.0,Occasional,3,1,36,2,0,1,28,Male,Mixed,Widowed,,26.7
14065,Finance,Technology,5.88,4680.8,36.3,,2,3,32,3,0,0,19,Female,Mixed,Single,,20.0
14066,Developer,Technology,0.24,5193.3,6.1,,3,4,36,5,1,0,22,Other,Mixed,Married,,21.1
14067,Developer,HR,0.34,3847.41,32.9,Occasional,3,5,34,2,1,1,47,Female,White,Divorced,,12.2
14068,HR,Operations,2.05,5171.8,4.3,Frequent,1,4,17,2,0,1,61,Male,Black,Single,,25.8
14069,Operations,Technology,2.82,1553.86,15.4,Frequent,3,1,18,2,0,0,58,Female,Asian,Divorced,,15.8
14070,Finance,Consulting,0.96,2732.43,23.7,Frequent,3,5,9,1,0,0,28,Other,Black,Divorced,,13.9
14071,HR,Finance,3.78,4196.65,28.9,Occasional,4,2,3,3,1,0,33,Male,Asian,Married,Mental,10.2
14072,Consultant,Technology,2.71,4395.56,6.6,Frequent,5,3,29,4,0,0,42,Male,Asian,Widowed,,9.6
14073,Manager,Operations,1.18,2905.86,53.3,Frequent,1,4,44,3,0,1,59,Female,Asian,Single,Physical,16.1
14074,Developer,HR,0.08,4311.3,24.0,Occasional,1,5,32,3,0,0,42,Other,Asian,Widowed,,9.5
14075,Manager,Consulting,4.16,3251.39,29.2,Frequent,1,3,3,1,0,0,28,Female,Other,Married,,15.2
14076,HR,HR,0.73,3667.65,24.1,Occasional,1,4,8,5,0,0,18,Male,Mixed,Widowed,Mental,6.3
14077,HR,Finance,5.4,5229.73,6.9,,4,1,16,5,0,1,50,Female,Other,Married,,7.6
14078,HR,Technology,1.64,5090.72,9.3,,5,1,42,1,1,0,18,Female,White,Divorced,,7.4
14079,Manager,Technology,2.58,2803.53,39.5,Occasional,4,1,38,1,1,0,64,Other,Other,Divorced,,13.1
